from_station_id,to_station_id,count,from_station_addy,to_station_addy,from_station_lng,to_station_lng,from_station_lat,to_station_lat,polyline,distance,time
191,39,273,Canal St & Monroe St,Wabash Ave & Adams St,-87.63947,-87.62568861,41.8807,41.87947235,wxr~Fta|uOByCAK?mCCsC?W?M?S?K?S?oAAwECsGAQEeHAkHCcHAcECsB?WKqH@q@CsBEqD??lCAvBA??@pD?jA,0.933,187
226,117,273,Racine Ave & Belmont Ave,Wilton Ave & Belmont Ave,-87.658865,-87.65304,41.939743,41.94018,ij~~Fn{_vOY@??AiA?q@?U?iBCyBAuB?sBA{BAwBC{B??iJH??AwB?yB??tAE~DCd@A,0.558,136
423,418,273,University Ave & 57th St,Ellis Ave & 53rd St,-87.59941433,-87.60095811,41.79147573,41.79933626,oka~FhgtuOCiGCaD@eD??eJDeJJO?}GFkC@sCFyDAkBA??BzC@~C@xCC|C@vC@xA,0.93,200
47,174,272,State St & Kinzie St,Canal St & Madison St,-87.6277,-87.639833,41.88918,41.882091,ynt~F`xyuO?z@??~ABRLh@@bCAp@?rAEH?L?J???CfH?`B?^?^?~B?r@@xA?rA?z@?\?^@xA?n@?dB?H?dDBfBBRJZ`@|@f@~@h@~@DJDH^f@ZRNBRBL@dAFVBh@DhBBnAAp@AfA?N?^?d@?`BArAC`@???FrH?R@x@?rC??i@?,1.087,209
77,52,272,Clinton St & Madison St,Michigan Ave & Lake St,-87.641066,-87.624117,41.882242,41.886024,}bs~Fjl|uOhAAbCC|BE??EaH??wB@Y@mB@_GB??AoCE{A?GAqC@yB?S?_@?QAgA@_FAuG?MAeF?aA?eA?cFAgH?mH?]EyC?_A@uA?KAsA?sA@qB?s@?Y?_@??cBDM@M@o@Dk@BWBqBFqABaABgB?A?,1.378,236
107,49,272,Desplaines St & Jackson Blvd,Dearborn St & Monroe St,-87.643909,-87.62952092,41.878287,41.88131982,gjr~Fz}|uOt@???AaH?gBAm@?qCAcH?aACuE?MAQ?_@AkDAM?a@??Y?c@?s@?m@?wADa@@iDBa@@Q????S?oAAwECsGAQEeHAkHCcH??_C@A?,0.996,197
117,230,272,Wilton Ave & Belmont Ave,Lincoln Ave & Roscoe St,-87.65304,-87.67097,41.94018,41.94334,cm~~Flu~uOl@????dB@R?xBBzB@vB@zB?rB@tBBxB?hB?T?p@@hA?jA?bADnG@`ABhJ?r@@fA@hA?x@D~IBvF?L?R@^?zC??WX[Ve@X[PMJe@XOJkDxBSL??CEOGwA@iCDcB@??@xB@lA,1.147,230
177,245,272,Theater on the Lake,Clarendon Ave & Junior Ter,-87.630834,-87.649603,41.926277,41.961004,yu{~FrkzuOC]e@No@XiDlB{CpA??mALsAHmD@eNMg@@cACk@@q@DiBTeARqAZgC~@sBpA}AlAmBrB{@hAeFvHOTW^i@z@gA~AcArAaAfAs@n@eAz@u@h@sAbAw@f@iAj@}B~@uB`AODm@XcEjBkDvAa@Lu@`@wB~@aD|A[N{GdDsDjBMFgFnCgA`@gATc@DgB?aAEm@?mCAiC@mA@a@B[Bu@HkARy@PuBf@{C~@sBn@}A^iARcD`@{BH??yCc@_Ca@wBm@KAI@??@NERPdCJr@HL@RFjR??rDC??Au@,2.993,267
192,66,272,Canal St & Adams St,Clinton St & Lake St,-87.639904,-87.64138231,41.879255,41.88583274,upr~Fjd|uOAlFBjBB~D??{F@eDD_B@kGJeDD[?w@?qA@gABaB?{EF??CiH??dEE,0.803,128
36,52,271,Franklin St & Jackson Blvd,Michigan Ave & Lake St,-87.63532114,-87.624117,41.87770796,41.886024,sfr~Fzf{uOkA@yBD_CBaGBaCDeBBY?m@@qA?aC@??AuG?MAeF?aA?eA?cFAgH?mH?]EyC?_A@uA?KAsA?sA@qB?s@?Y?_@??cBDM@M@o@Dk@BWBqBFqABaABgB?A?,1.164,203
174,26,271,Canal St & Madison St,McClurg Ct & Illinois St,-87.639833,-87.6173,41.882091,41.89102,abs~Fbc|uOuEB??AoCE{A?GAqC@yB?S?_@?QAgA@_FAuG?MAeF?aA??u@@G@MIk@A}@?eA?yBAaCDEAc@@u@BI?Y?M?w@@O?Y@G?gD@MAiBAk@AgB?o@@c@@O@_A@aDF??CuG?{EAgACsDAkCCqF?O?G?UCyFAwEAw@IgG?OCaB?uDAyBAs@A]@kB?mEEuD?iA,1.76,313
174,29,271,Canal St & Madison St,Noble St & Milwaukee Ave,-87.639833,-87.6626,41.882091,41.90068,abs~Fbc|uOuEBm@He@BeC@c@????N??CHClFBH?N@fH?z@BhFAzD?R?H?T?p@?\??aABY?kAHyATcANiBTg@PIBiBv@uAt@i@^mA~@k@h@w@r@_@`@w@|@cBxBsA|B_CfE_EtGwAzB{DdGsA~Ba@t@kCrEKRg@x@]j@aAzAW`@sAbBeC`Cw@n@s@f@eB~@??{ARgAXaAHS?eBMk@@]NYTSf@I`@ARBt@Bf@Bf@Br@Dn@??D~C?hA@dA??YD{@@mA?EC,2.023,226
241,22,271,Morgan St & Polk St,May St & Taylor St,-87.65103,-87.6554864,41.871737,41.8694821,iaq~Fnj~uOM?[?{@@??@Xz@CXA`CCvBAxCIv@????T@tA@fB?TBlDBhECnE?n@,0.455,120
52,255,270,Michigan Ave & Lake St,Indiana Ave & Roosevelt Rd,-87.624117,-87.623041,41.886024,41.867888,m|s~FrcyuOeA@S@???cB@[?W?WLQBWAmEDsH??F?~BEd@?`DAjAAF?D?j@?l@?^AjCC~@?l@@vALf@Dd@Bt@@l@Ab@?ROZ?hA?Z?v@AdCExBCf@At@C|AA^?pAAT?n@A`CAvA?L?H?bBEvBC`@?h@?dAAbA?dA?~DAdA?rA?hDC|@Al@?rA?x@Ab@AZAH?L?X?j@?\ATLxACz@G???d@@p@@~@@r@@fB?nA@j@@hA?N@pB?J@`A??O?Y?e@A,1.749,259
56,74,270,Desplaines St & Kinzie St,Kingsbury St & Erie St,-87.64444785,-87.64185116,41.88871604,41.89384315,gkt~Fb`}uOA?mA???OLEF??IMMGwB?g@CaABwCBG????aDAwAAe@Q_EEcAC_@MwBC{AAc@AgA??_DzBIHUJQNiB~AKFm@d@_@JeA???@jA,0.619,100
260,123,270,Kedzie Ave & Milwaukee Ave,California Ave & Milwaukee Ave,-87.707857,-87.697153,41.929567,41.922695,yi|~FrmivODIv@{AFIP_@f@aAzAsCb@aAn@iA|@cB|HkOdBgD`CuELSLU|CkGfBiDvAeC`@s@,0.723,160
19,241,269,Loomis St & Taylor St,Morgan St & Polk St,-87.660996,-87.65103,41.869417,41.871737,krp~Fdh`vOCuDCqDCsDA_AEqF?iBCeEBoECiECmD?UAgBAuA?U@O??M@eEAyBDqBB,0.666,177
60,20,269,Dayton St & North Ave,Sheffield Ave & Kingsbury St,-87.64942193,-87.65349723,41.91057803,41.90959193,atx~Ff`~uOjCC`GE??D~HBHTn@n@bB??eIlG??b@bA,0.422,116
110,50,269,Dearborn St & Erie St,Clark St & Congress Pkwy,-87.629318,-87.63058454,41.893992,41.87593267,_mu~FdbzuOAmF??`DEl@?|@Ar@?|CEpACpAAnAAnACl@?`@?D?T?v@?~ABRLh@@bCAp@?rAEH?L?J?V?H?|AC~@AR?JAV?vBIl@Ab@Ab@Ax@Ah@?|CAvBE`@ApAApBEj@?fBEdCCzBC???`BBxE?`H??bCAzBC`GGhBApAA,1.471,329
195,255,269,Columbus Dr & Randolph St,Indiana Ave & Roosevelt Rd,-87.619521,-87.623041,41.884728,41.867888,sqs~F~dxuO?fE??c@???MGiD@[?OHKH??{A?k@@[@S?E?{A@gAEG???JoBHaBHiCHoFBw@?g@@[HcF??J_@PoGLe@R_@REN?tBIhEEp@@TDn@NLFb@VNPNFPJn@j@n@v@V`@j@pA`AtC^z@Zj@r@t@`@Zn@^XJr@P`@D|@BfA?~NMxNK\?nBCrBGP@b@ClECfSKh@Bn@Hj@Pf@Vv@j@p@l@r@n@d@b@vAnANNRN???f@M^AhA?d@@|A?`@?d@@p@@~@@r@@fB?nA@j@@hA?N@pB?J@`A??O?Y?e@A,2.366,311
45,255,268,Michigan Ave & Congress Pkwy,Indiana Ave & Roosevelt Rd,-87.624426,-87.623041,41.876243,41.867888,y}q~FdcyuO@?jBAH?l@A~@AbCEZ?|@?`AAlBCzFChCCrBAlF@Z?LC|A@hACt@?rA@^AJ?J????K?KKAK?O?Y?e@A,0.655,142
94,141,268,Clark St & Armitage Ave,Clark St & Lincoln Ave,-87.636282,-87.6346,41.918306,41.915689,aez~F~m{uOMg@??ZOLIZQJGr@a@~@g@z@g@lBeANI`@SRKpBeANI??Nj@,0.241,45
258,260,268,Logan Blvd & Elston Ave,Kedzie Ave & Milwaukee Ave,-87.685126,-87.707857,41.930584,41.929567,oq|~Fj_evOX^f@n@`@h@x@fAbCbDTXV\Z`@^n@Lb@Nx@Lt@FZDn@Bt@A`AKz@Kr@Gv@?tA?xC@pB?`C@pF@vF@lF?vB?fA?r@@fB@nA?z@@vF?pF@nB?~@?dA?bA@z@?tB@pF@jAEDMf@OX?X??IFQXGf@?V?hC??g@`AQ^GHw@zAEH,1.263,194
283,77,268,LaSalle St & Jackson Blvd,Clinton St & Madison St,-87.631985,-87.641066,41.87817,41.882242,iir~FzrzuO?SC_F??`GGhBA~BC??BlEBlGArB??C`GA\?L?F?`E?d@@jD@fBD`I?v@@bL?P??OlBEL@bCCnAKrAQx@Of@i@x@]\kAl@qDhAMB_@B]BcAAe@JsBKoA?M?I@MA_AAiB@w@BK???_B[_@E{@GmAI}@CyACk@E??@mE??AqC?qC?iH??~DE,1.73,222
326,344,268,Clark St & Leland Ave,Ravenswood Ave & Lawrence Ave,-87.667429,-87.674237,41.967096,41.96909,euc_GjpavO?{@??kDd@}ARc@F}@H??BhA?v@?d@@pC?|@?X?r@?\?~@BxC@dD@vC@~C?|A@~@??C@s@?,0.507,95
342,241,268,Wolcott Ave & Polk St,Morgan St & Polk St,-87.673688,-87.65103,41.871262,41.871737,i~p~FdxbvOI?q@B??BjE?b@?zA@dB@V?`@??uGF{@BS?aADwABeAB_CD???g@??S_CWoEGsAU}B?WA}@AwAEoHBuGAaDEkKAg@IsW?iBAiBAuBAuMHaLXiRLoG@y@BeEEcE?cBAS??LeBRyD@e@PmBFUVy@h@eAf@e@PQTMn@Wv@SNAXGf@EtAIxCG??TDZA|Fq@bBOJGfAA??@Z?`@?n@@P?XBfA@lA?^BrA@`AFjDB~DDjDDJDH?b@B|@??M@eEAyBDqBB,2.753,346
59,57,267,Wabash Ave & Roosevelt Rd,Clinton St & Roosevelt Rd,-87.625961,-87.64108796,41.867227,41.86711778,gfp~FfmyuO?]??W?BdB?V?P?J?L?j@@|A?Z@nB@x@@\?l@@`A?dA?Z@fA@jA?N?L?^B`C?x@?L@z@?|B@P@xA@rA@~C?TDnT?j@?hA?Z?X?jB@rB?d@?h@?dB@dA?z@@x@@hB??PAAkBA}A?Q,0.924,199
119,285,267,Ashland Ave & Lake St,Wood St & Grand Ave,-87.66732,-87.67203,41.88541,41.89113,gvs~FtoavO?y@?e@??K@aBFy@BgAF]?U@]?}ABsA@q@@a@?eA@O@_@@sA?{@@k@@WBiBFU?Y@_A???AVB~@?`A?|A@pF@lDBxC@~C??g@@,0.682,142
255,97,267,Indiana Ave & Roosevelt Rd,Museum Campus,-87.623041,-87.617759,41.867888,41.865212,qip~FhayuOe@AmAAS?[?e@?cA?W?_@?{ABo@?gA@sBB{@@mA?aB?k@?mB@??G_ECkBAiBCoG?]??~DAdA?rA?hDC|@Al@?rA?x@Ab@AZAH?L?X?j@?\ATLxACz@G\En@OhCk@vA[`AU??RSHE|A]JEJODa@?iAAq@@_@?uA?mA,1.212,186
334,117,267,Lake Shore Dr & Belmont Ave,Wilton Ave & Belmont Ave,-87.639192,-87.65304,41.940775,41.94018,wp~~Fhb|uOL?nBE??@x@@dA?R?lA@j@?dD@h@?vF@x@@vA?~A@bB?V?n@BxH@~@B`H@|@?fA?lA@z@?X@xB?dB@x@BtG?dB@R?xB??iJH??AwB?yB??tAE~DCd@A,1.091,222
344,316,267,Ravenswood Ave & Lawrence Ave,Damen Ave & Sunnyside Ave,-87.674237,-87.679258,41.96909,41.96325,wad_GvzbvO_MD}A@??@yCC_DC}C??tQG??@vC@~C?|A@~@@h@?|@@zB@b@?R?bA?t@@t@FrFCxB?R?R?t@?nA??v@A^?RAhAAnDEvDE~@A|@Cv@A|@Cz@At@?|DE??@r@,1.284,274
74,164,266,Kingsbury St & Erie St,Franklin St & Lake St,-87.64185116,-87.6355,41.89384315,41.885837,wku~Fjp|uOAkA??dA?^Kl@e@JGhB_BPOTKHI~C{B`DeC~C{BxB_B^C??@xB?^@d@D~B?d@?X??H?N?`@?z@ClDETAdCIdCEpAC??A}D@q@D}A@g@?kBCgA?S?O@GCmA?sC?]?_@??Q?,0.96,157
85,3,266,Michigan Ave & Oak St,Shedd Aquarium,-87.62377664,-87.61535539,41.90096039,41.86722596,iwv~Fp_yuO?p@??@T?V??nCGT?N?R?^A`@?v@?dDE`AA`@@|@B~@Dd@Dx@HNBf@Dn@?P?V?z@?~CC`AAd@Av@AlAArA?bAAZ?|@AlCCF?FAF?dACz@A\AF?V?l@At@AFAF?H?HAH?R?L@F@H@|@NTBLB`@F\DhANFBVDLBF@TFFBb@BxA?`@?dAAJA^?F?N?t@Af@AtAAtB?v@CpAC??De@B[NU@O?U@{A?aA?_ALgB?wCAM?mC??l@?^AjCC~@?l@@vALf@Dd@Bt@@l@Ab@?ROZ?hA?Z?v@AdCExBCf@At@C|AA^?pAAT?n@A`CAvA?L?H?bBEvBC`@?h@?dAAbA?dA?~DAdA?rA?hDC|@Al@?rA?x@Ab@AZAH?L?X?j@?\ATLxACz@G\En@OhCk@vA[`AU??RSHE|A]JEJODa@?iAAq@@_@?uA?kB?{@?q@?IAuB?oDCe@?]?gAAwBC]?_@??O?I?kA?c@CYGIEQEGEGAUIWCO@??WDQHKLGNAV?PHP,3.122,598
85,324,266,Michigan Ave & Oak St,Stockton Dr & Wrightwood Ave,-87.62377664,-87.638742,41.90096039,41.93132,iwv~Fp_yuO?p@q@O}Ci@MCa@Ie@Cu@@m@Fe@JkCbAmA^c@LaIxAwAj@aLdBcC^{@FqABaCB{CFk@@c@@}@FeAPi@P_Bp@WJMF{KhEmAh@u@\k@VsChAoDlAmEjA}Cn@{AVyDf@wAToPnD??kCHaA?oB?e@@w@J??NdBD^NdBFh@PrBBT@NH~@LzA@\DjAB~A?~B@bA?bA?P??]NQNGVIz@Mh@wA`Dq@bAq@v@a@^aBx@o@RQDo@FE?wAEOAQ?kBMiAA_CDeD\,2.549,258
328,322,266,Ellis Ave & 58th St,Kimbark Ave & 53rd St,-87.601334,-87.594747,41.788746,41.799568,sz`~FrrtuOcDBO?s@?U@}BByC@??C{DAgCC{HCaD@eD??eJDeJJO?}GFkC@sCFyDAkBA??CiCAuD?s@,1.083,216
35,94,265,Streeter Dr & Illinois St,Clark St & Armitage Ave,-87.6122,-87.636282,41.891071,41.918306,ozt~FdwvuOA{B??eDD??@jABhF??G`ACLENOL_@FkAHUBa@JSHm@XmA|@i@b@y@~@iAr@gBhAcDjB}EtCoHnEi@ZsGvDWLe@VwAx@g@b@OTYl@Qt@KbBMrEKjAIf@Kf@a@pAQ`@[j@KPo@r@[Xw@d@]LgAZwCl@u@LqATaANeG`AaLdBcC^{@FqAB??uAQiBB{ACaAGi@IaAKm@Ca@?y@Hs@NMFUXMZOR??RRFRzAzAd@v@HTXtAHtAExAMz@WfAgAnCSh@k@dBYpAEVI|@ClAB~@Hx@J`@J`@Lb@??k@\[P_@TMDs@^MHm@\eB|@w@`@c@R}@d@OHqBdASJa@ROHmBdA{@f@_Af@s@`@KF[PMH[N??Lf@,2.73,319
45,3,265,Michigan Ave & Congress Pkwy,Shedd Aquarium,-87.624426,-87.61535539,41.876243,41.86722596,y}q~FdcyuO@?jBAH?l@A~@AbCEZ?|@?`AAlBC???_@G_ECkBAiBCoG?]??~DAdA?rA?hDC|@Al@?rA?x@Ab@AZAH?L?X?j@?\ATLxACz@G\En@OhCk@vA[`AU??RSHE|A]JEJODa@?iAAq@@_@?uA?kB?{@?q@?IAuB?oDCe@?]?gAAwBC]?_@??O?I?kA?c@CYGIEQEGEGAUIWCO@??WDQHKLGNAV?PHP,1.412,269
91,233,265,Clinton St & Washington Blvd,Sangamon St & Washington Blvd,-87.64117,-87.651148,41.88338,41.883004,ajs~Fpl|uOb@?hGG??@dHFdHAvD?Z?Z@tA?N?jA?l@?x@DrB@T?hBBrB?t@CN@fDCfFBlF??iG@??CyD,0.807,154
303,300,265,Broadway & Cornelia Ave,Broadway & Barry Ave,-87.64598,-87.644095,41.945512,41.937725,sn__Glj}uOkBsHi@{BaBcH??`CkAlBy@lB{@d@U~C{A~BaAfBw@zB_AhAa@|@Ud@G^?v@Ar@?nBE??@x@@dA?R?lA@j@?dD@h@?vF@x@@vA?~A??dBCjACbB?tCGv@????i@,1.119,217
312,141,265,Clarendon Ave & Gordon Ter,Clark St & Lincoln Ave,-87.649519,-87.6346,41.957879,41.915689,u{a_Gn`~uO?p@??vAEP?pF?L?lAA|BEzAC??C{C?e@A{CAuBAoB?_@AqCC_C?Y??xAYlBMbAAh@AzAWjA@nA?p@A`@E`AQfA_@jCqAzBkAvDkBvGcD|@a@|FqCzM}Ff@U~BcA~As@pBeAb@YfCmBnBcBt@w@t@{@rAkBbAyAj@}@R[PWbFuHfAoAz@y@h@_@h@g@bBcAh@Wp@YxAg@vA[nBWr@E^Az@?d@?d@@pQDdBEbBOlASz@OnA[rFkAnKyB`ASpOeDjHcA|AYbCi@rCu@zAe@vDuA|Ao@??hAU`Ae@bA[TGj@Ij@G??zAMnD]??r@PHDTRHHLXT|@??ExAMz@WfAgAnCSh@k@dBYpAEVI|@ClAB~@Hx@J`@J`@Lb@??k@\[P_@TMDs@^MHm@\eB|@w@`@c@R}@d@??Nj@,4.1,408
344,238,265,Ravenswood Ave & Lawrence Ave,Ravenswood Ave & Montrose Ave,-87.674237,-87.674365,41.96909,41.961615,wad_GvzbvO_MD}A@??@yCC_DC}CAyC?}C?oC??tMKj@AnACxFGj@?bA?lFKr@?dACfDCjAAn@AfAArFEn@?dAA??@hA@jA?LBjC@~C@xC@hA?xABvC@n@A\,1.391,286
59,168,264,Wabash Ave & Roosevelt Rd,Michigan Ave & 14th St,-87.625961,-87.623727,41.867227,41.864059,gfp~FfmyuO?]A}A?cA?Y??M_@@gBJ?f@?V?X?hFG~@?nC?t@?dA????YA{@,0.345,69
73,49,264,Jefferson St & Monroe St,Dearborn St & Monroe St,-87.642746,-87.62952092,41.880422,41.88131982,swr~Ffu|uOW???CyDAmBEaHBaEAK?mCCsC?W?M?S?K?S?oAAwECsGAQEeHAkHCcH??_C@A?,0.737,147
35,34,263,Streeter Dr & Illinois St,Cannon Dr & Fullerton Ave,-87.6122,-87.63442878,41.891071,41.92675599,ozt~FdwvuOA{B??eDD??@jABhF??G`ACLENOL_@FkAHUBa@JSHm@XmA|@i@b@y@~@iAr@gBhAcDjB}EtCoHnEi@ZsGvDWLe@VwAx@g@b@OTYl@Qt@KbBMrEKjAIf@Kf@a@pAQ`@[j@KPo@r@[Xw@d@]LgAZwCl@u@LqATaANeG`AaLdBcC^{@FqABaCB{CFk@@c@@}@FeAPi@P_Bp@WJMF{KhEmAh@u@\k@VsChAoDlAmEjA}Cn@{AVyDf@wAToPnD??kCHaA?oB?e@@w@J??NdBD^NdBFh@PrBBT@NH~@LzA??[LUJ_Br@g@V_@N,3.066,263
92,91,263,Carpenter St & Huron St,Clinton St & Washington Blvd,-87.653449,-87.64117,41.894556,41.88338,}ou~Fry~uOE?_B???fAmBh@_ApAaChAuBbAiBjAkBn@gATe@b@u@JS\k@r@qAnAyB\k@p@eAn@oAb@s@fCwE^{@PYz@_Bb@u@`@s@DGNM??lA?v@At@EZ@rBAf@?p@A`@AfAEf@AhBC??@oC?sA?_AAy@AmF??R?hFEf@?nDG,1.211,204
100,77,263,Orleans St & Merchandise Mart Plaza,Clinton St & Madison St,-87.63639,-87.641066,41.888243,41.882242,ygt~Ffo{uOuAdAQFc@Hc@@Y?w@?c@?gA@??Am@??fDE??Ap@@P?hE@xB?^@d@D~B?d@?X??H?N?`@?z@ClDETAdCIdCEpAC??BbD?X@bB??R?hFEf@?rEG~DE,0.917,139
241,19,263,Morgan St & Polk St,Loomis St & Taylor St,-87.65103,-87.660996,41.871737,41.869417,iaq~Fnj~uOM?[?{@@??@Xz@CXA`CCvBAxCIv@????T@tA@fB?TBlDBhECnEBdE?hBDpF@~@BrDBpDBtD,0.739,190
47,133,262,State St & Kinzie St,Kingsbury St & Kinzie St,-87.6277,-87.63850577,41.88918,41.88917683,ynt~F`xyuO?z@BvF@fABbHBjG?X?RBrG?L@JBpG?x@?xDAp@@P?hE@tA,0.557,108
85,43,262,Michigan Ave & Oak St,Michigan Ave & Washington St,-87.62377664,-87.62464914,41.90096039,41.88389277,iwv~Fp_yuO?p@??@T?V??nCGT?N?R?^A`@?v@?dDE`AA`@@|@B~@Dd@Dx@HNBf@Dn@?P?V?z@?~CC`AAd@Av@AlAArA?bAAZ?|@AlCCF?FAF?dACz@A\AF?V?l@At@AFAF?H?HAH?R?L@F@H@|@NTBLB`@F\DhANFBVDLBF@TFFBb@BxA?`@?dAAJA^?F?N?t@Af@AtAAtB?v@CpACdACr@?,1.198,271
174,90,262,Canal St & Madison St,Millennium Park,-87.639833,-87.62408432,41.882091,41.8810317,abs~Fbc|uOuEB??AoCE{A?GAqC@yB?S?_@?QAgA@_FAuG?MAeF?aA?eA?cFAgH?mH?]EyC?_A@uA?KAsA?sA@qB?s@??xDGf@An@A`@?h@?l@A`@?r@A???e@QAS?,1.049,185
175,81,262,Wells St & Polk St,Daley Center Plaza,-87.633523,-87.629892,41.872373,41.884451,ieq~Fz|zuOyC@qGDk@@}ABcA????sBAmG@mEAgAAaC?{AAkB?{@?k@?aBAY??U?mCDiA?_@?iDBuA@oBBe@@aB@}BBcCBsBDk@@eBFqBAyB@mBBe@BmBB???T?nG?b@@pA,1.259,298
205,15,262,Paulina St & 18th St,Racine Ave & 18th St,-87.668745,-87.656495,41.857901,41.858166,{jn~F`xavOZ???EeJC_C?]AaA?o@?OCkIAeBAoBAeDCkB?e@AwA?_A?[CwCAuBAyB?yBC}BAwB??e@?,0.653,111
291,53,262,Wells St & Evergreen Ave,Wells St & Erie St,-87.63483,-87.634195,41.906724,41.893832,}{w~Frd{uO?s@??`EE|CEvEE???mBAc@?kAAiA??xBC`@?vCE\?fAA|ACV?Z?f@?fA?|ACbDC`ACvCCf@AnCCp@?jAA??rBAX?x@?nAEnAAz@?TAP?x@???DvG??`@?,1.05,197
114,232,261,Sheffield Ave & Addison St,Pine Grove Ave & Waveland Ave,-87.65445,-87.646303,41.94688,41.949275,_w__Gj~~uOkA@???eCCmBAyB?cA?s@CyBAuBAeBAmC@eH@eBAQAYwB{I??{DrBiAl@,0.588,126
126,85,261,Clark St & North Ave,Michigan Ave & Oak St,-87.631942,-87.62377664,41.911974,41.90096039,m|x~FdszuOf@Yl@]ZQZ?v@A`@AbAAZAfB?z@CtFGhA?x@Ar@ClHEbGIn@AbAA??AmCCuC?iB?YAs@AiA?}AAo@C}ECgB?kB?s@AkB??|@StA_@bDs@b@GP?\GnA]REh@Al@B\BT????WAU???q@,1.137,214
177,296,261,Theater on the Lake,Broadway & Belmont Ave,-87.630834,-87.645451,41.926277,41.940106,yu{~FrkzuOC]e@No@XiDlB{CpA??mALsAHmD@eNMg@@cACk@@q@DiBTeARqAZgC~@sBpA}AlAmBrB{@hAeFvHOTW^i@z@??uAlAeD|C}@z@QRSL??LPHJDLFPHXNn@PdAJjA@x@@dA?R?lA@j@?dD@h@?vF@x@@vA?~A@bB?V?n@@h@,1.503,153
196,192,261,Cityfront Plaza Dr & Pioneer Ct,Canal St & Adams St,-87.622105,-87.639904,41.890252,41.879255,aut~FdtxuOJ?L?hBA??B?JGDKBOCUIKIC@O?M?QAiD??dBLd@DJ@l@FdAJp@J??APm@zGSnCC`EAjA?t@?rBHj@Rj@PTh@h@t@p@x@v@DBDH`@l@R~@Bj@?fAAj@?^EhL?b@@zB@lCBnC@fE?dBAnDB`BBZXz@tAjCr@jAb@h@ND\@L?bA@??XGZGxABZ@??@JnAAp@AfA?N?^?d@?`BArAC`@?P?VA~AC|B?v@A~BCf@?^A???N?Z@fF?Z@^@fEAr@,1.762,335
284,97,261,Michigan Ave & Jackson Blvd,Museum Campus,-87.62408,-87.617759,41.87785,41.865212,ogr~FbbyuOwA@??EgD?O?sAAaCEuGA]??|AA^?pAAT?n@A`CAvA?L?H?bBEvBC`@?h@?dAAbA?dA?~DAdA?rA?hDC|@Al@?rA?x@Ab@AZAH?L?X?j@?\ATLxACz@G\En@OhCk@vA[`AU??RSHE|A]JEJODa@?iAAq@@_@?uA?mA,1.235,192
31,77,260,Franklin St & Chicago Ave,Clinton St & Madison St,-87.63563839,-87.641066,41.89680204,41.882242,}}u~F|i{uOf@A??AuB?w@?wBAcB?MAs@?qB??rBAX?x@?nAEnAAz@?TAP?x@?`DEv@?V?TAx@?rAAjAA~CA|@AR?R?|@CrA?nAAdBAj@CfAC^AT?bD?F????^@xA?n@?dB?H?dDBfBBRJZ`@|@f@~@h@~@DJDH^f@ZRNBRB???RBfA?jBAf@E|AAp@@|DBbD?X@bB??R?hFEf@?rEG~DE,1.558,289
66,74,260,Clinton St & Lake St,Kingsbury St & Erie St,-87.64138231,-87.64185116,41.88583274,41.89384315,mys~F~l|uOT???AcB?YCcD??qABeCDeCHU@mDD{@Ba@?O?I????Y?e@E_CAe@?_@AyB?iEAQ@q@??gDD??@l@BvG@TDN??_DzBaDdC_DzBIHUJQNiB~AKFm@d@_@JeA???@jA,0.97,159
177,141,260,Theater on the Lake,Clark St & Lincoln Ave,-87.630834,-87.6346,41.926277,41.915689,yu{~FrkzuOJfAD^NdB??~@[f@WpBkAdD_B`ASpOeDjHcA|AYbCi@rCu@zAe@vDuA|Ao@??hAU`Ae@bA[TGj@Ij@G??zAMnD]??r@PHDTRHHLXT|@??ExAMz@WfAgAnCSh@k@dBYpAEVI|@ClAB~@Hx@J`@J`@Lb@??k@\[P_@TMDs@^MHm@\eB|@w@`@c@R}@d@??Nj@,1.526,176
192,283,260,Canal St & Adams St,LaSalle St & Jackson Blvd,-87.639904,-87.631985,41.879255,41.87817,upr~Fjd|uOAlF??|BEbCA??AcH?aACuE?MAQ?_@AkDAM?a@?S@S?o@?aA?k@?c@?qACuCAaC?MAiEAsA?}@,0.618,118
324,35,260,Stockton Dr & Wrightwood Ave,Streeter Dr & Illinois St,-87.638742,-87.6122,41.93132,41.891071,ou|~Fh~{uOdD]~BEhA@jBLP?N@vADD?n@GPEn@S`By@`@_@p@w@p@cAvAaDLi@H{@FWPO\O???Q?cAAcA?_CC_BEkAA]M{AI_AAOCUQsBGi@??~@[f@WpBkAdD_B`ASpOeDjHcA|AYbCi@rCu@zAe@vDuA|Ao@bAg@fDyAvIgDLGTIxAk@\M~@Sb@Ej@?z@AvCCbBCZAvBIvBUtDm@tGcApFy@VCpCa@~@OhCe@lAY~@a@t@k@n@q@HMNSh@eAXs@`@gBPwAHgBHsEFy@Rk@Vc@f@c@dAk@dAm@FExA{@hC{AHGfAo@`DkBtCcB^UzFoDnAq@tBqAd@Yr@c@??tAc@dAm@XKj@Od@Cn@CJ???jBA??xCM??AaB?O?eAAmF,3.47,345
