from_station_id,to_station_id,count,from_station_addy,to_station_addy,from_station_lng,to_station_lng,from_station_lat,to_station_lat,polyline,distance,time
464,242,461,Damen Ave & Foster Ave,Damen Ave & Leland Ave,-87.67945904,-87.679028,41.9756148,41.967094,qje_Gf{cvOd@AnCAl@?TAzEGPAzCAlJIP?`FGVA`@A|@Av@A^?RAhAArCE,0.588,109
36,43,460,Franklin St & Jackson Blvd,Michigan Ave & Washington St,-87.63532114,-87.62464914,41.87770796,41.88389277,sfr~Fzf{uOkA@yBD_CBaGBaCDeBBY?m@@qA?aC@??AuG?MAeF?aA?eA?cFAgH?mH?]??mBBe@BmBBa@@qA@yB@W???F}FB{@@mECgC??tB?v@CpACdACr@?,1.249,234
192,21,460,Canal St & Adams St,Aberdeen St & Jackson Blvd,-87.639904,-87.65478743,41.879255,41.87772613,upr~Fjd|uOAlFBjBB~D@pC?v@@rAApD?Z@^?d@?R?xB@P?\?lD?R?FBxEDjF@bA?hB@v@BhFFpOFnN??|AElAAnAC???gBE{G?g@AS,1.088,178
26,90,458,McClurg Ct & Illinois St,Millennium Park,-87.6173,-87.62408432,41.89102,41.8810317,azt~FbwwuOC}BCgEAcB?s@?yB??~A?H?dAA^AnDC??NI|@?L?|@AnAAd@?n@AFDVC??HAJK\SREN?tBIhEEp@@TDn@NLFb@VNPNFPJn@j@n@v@V`@j@pA`AtC^z@Zj@r@t@`@Zn@^XJr@P`@D|@BfA????^@dB@nC?hA?pA?zA@`B?X?X@d@FpE@vA?B@t@?HAJ?f@?d@?hA?fB??QAS?,1.296,208
106,192,458,State St & Pearson St,Canal St & Adams St,-87.628722,-87.639904,41.897448,41.879255,kbv~Fn~yuOCeB??~CEL?z@?h@?d@Av@?z@Al@At@?j@Az@Ar@A`DEl@?|@Ar@?|CEpACpAAnAAnACl@?`@?D?T?v@?~ABRLh@@bCAp@?rAEH?L?J???CfH?`B?^?^?~B?r@@xA?rA?z@?\?^@xA?n@?dB?H?dDBfBBRJZ`@|@f@~@h@~@DJDH^f@ZRNBRBL@dAFVBh@DhBBnAAp@AfA?N?^?d@?`BArAC`@?P?VA~AC|B?v@A~BCf@?^A???N?Z@fF?Z@^@fEAr@,1.848,401
232,177,458,Pine Grove Ave & Waveland Ave,Theater on the Lake,-87.646303,-87.630834,41.949275,41.926277,ye`_Gpl}uOhAm@zDsB??eAsEQq@w@yC??xDkB|DiB`CkAlBy@lB{@d@U~C{A~BaAfBw@zB_AhAa@|@Ud@G^?v@Ar@?nBE??KkAQeA??f@_@h@U??d@o@h@_AfAiCv@qAv@eBj@}@R[PWbFuHfAoAz@y@h@_@h@g@bBcAh@Wp@YxAg@vA[nBWr@E^Az@?d@?d@@pQDdBEbBOlAS??rBEzC@n@Ax@ETE??OeBE_@KgA,2.053,253
90,268,457,Millennium Park,Lake Shore Dr & North Blvd,-87.62408432,-87.626804,41.8810317,41.911722,m{r~FlbyuOUAS?sAG_@@o@?G?U?oEDcBDM@M@o@Dk@BWBqBFqABaABgB?gA@S@K?]@I?yC?kA?E?UEI?MCUGGAiBYe@KOCKA_AMKCWCYCK?Q?K?kADS?W?G?]@cCBG@M?y@@sA@_A@[@aA@sA@mA@_A?a@@}@?_DDy@?g@@i@Aq@EOCy@?e@EI?w@IaAGc@?y@@gD@w@@a@?W@U@U@KAwCL??aBQo@G]@UDa@VUTUNKPc@FcDr@uA^}@Rk@DiCJg@DoALcAP_C^_ALmCb@}@NiEp@m@HyAL{BJ{A@cBFUJiAh@]NKF,2.147,400
141,85,457,Clark St & Lincoln Ave,Michigan Ave & Oak St,-87.6346,-87.62377664,41.915689,41.90096039,gsy~F|b{uOOk@??|@e@b@Sv@a@dB}@l@]LIr@_@LE^UZQj@]TM??EYIc@QcAGgAA]Bs@Dq@DUHs@ZoAj@cBx@yBJYVeALw@FcA?kA??@k@?}@C{@??vAq@LG\OhAi@TKbBGzAAzBKxAMl@IhEq@|@OlCc@~@M~B_@bAQnAMf@EhCKj@E|@StA_@bDs@b@GP?\GnA]REh@Al@B\BT????WAU???q@,1.357,211
183,69,457,Damen Ave & Augusta Blvd,Damen Ave & Pierce Ave,-87.677234,-87.67769193,41.899714,41.90939601,epv~FnmcvOuCByD@oDDwADeB?{A?{A@mDB}A?kB@oBDqB@??BjF?lBDfC??_FFmCFqAB??EmCCiE?_B,0.905,205
227,114,457,Southport Ave & Waveland Ave,Sheffield Ave & Addison St,-87.66394,-87.65445,41.94815,41.94688,{~__Gb{`vOtBCzA???AyBAyBCoFCqFC{FCsG?[?m@A[?i@ASAsACkFAmBAyA??jAA,0.599,118
260,501,457,Kedzie Ave & Milwaukee Ave,Richmond St & Diversey Ave,-87.707857,-87.70119513,41.929567,41.93190197,yi|~FrmivODIv@{A??KA_@YG?e@?eA@aABg@BKFcE@_@?S?}@@??AiA?q@?yBAsB?{BA{FAgB?y@?iA?mAAm@@e@AsA?U,0.56,101
58,511,456,Marshfield Ave & Cortland St,Albany Ave & Bloomingdale Ave,-87.668879,-87.70512646,41.916017,41.91402671,uvy~FnyavO?H@V?rA@`DB|ABtCBnFBtFBnFFpFDvF??aA@[@wBCq@?M?c@?s@????pA@T?j@F~IDvJ?fBBhBF~J@hB?vCBhA?v@?vA?V@z@?t@@jBAnB?t@?b@?P?f@B~B?rD@rD@hH?|@BhC@lF?dB?fA?`A@pA@\?f@?x@?hA?Z@lB?tB@V?xA?rB@vBAzABbA?|C@rB?Z?nC@vB@hE@v@?dA?Z??fBAdAC|DCtDGjA?bBERA??C]CkEAuB??M?i@B,2.458,461
26,76,454,McClurg Ct & Illinois St,Lake Shore Dr & Monroe St,-87.6173,-87.616743,41.89102,41.880958,azt~FbwwuOC}BCgEAcB?s@?yB??~A?H?dAA^AnDC??NI|@?L?|@AnAAd@?n@AFDVC??HAJK\SREN?tBIhEEp@@TDn@NLFb@VNPNFPJn@j@n@v@V`@j@pA`AtC^z@Zj@r@t@`@Zn@^XJr@P`@D|@BfA????u@?]Aw@,0.971,138
195,49,454,Columbus Dr & Randolph St,Dearborn St & Monroe St,-87.619521,-87.62952092,41.884728,41.88131982,sqs~F~dxuO?fE??c@???MGiD@[?OHKH??{A?k@@[@S???@`@DrHBjFDVFJ?VAZ?bB?^??N?t@Af@AtAAtB?v@CpACdAC`A?pB?xDGf@An@A`@?h@?l@A`@?r@AlCAvBA??@pD@~CDhDDhC?V?`BBxE??}BDaCA_C@A?,1.305,282
3,255,453,Shedd Aquarium,Indiana Ave & Roosevelt Rd,-87.61535539,-87.623041,41.86722596,41.867888,uap~F|cwuOFHDDL@NA|@UNCRE^GzBEX???B\@vB?fA?\Bd@?nD@tB?H?p@?z@?jB?tAA^@p@??w@J}BXm@Da@Bm@Ek@I]Ik@Wg@YYW??Qh@?f@M^AhA?d@@|A?`@?d@@p@@~@@r@@fB?nA@j@@hA?N@pB?J@`A??O?Y?e@A,0.851,190
35,194,453,Streeter Dr & Illinois St,Wabash Ave & Wacker Pl,-87.6122,-87.62603,41.891071,41.886875,ozt~FdwvuOA{B??eDD??@jABhFDvBDzBAl@@nB@xB?fABjD@dC@rD?fE@xB?X??lB?n@?tCL~@Fn@HXBdBLd@DJ@l@FdAJp@Jf@BF?V@fA@nAA??DrHBjFDVFJ?VAZ?bB?^??A`@AjB@lC,1.152,188
192,211,453,Canal St & Adams St,St. Clair St & Erie St,-87.639904,-87.622663,41.879255,41.894448,upr~Fjd|uOAlFBjBB~D@pC?v@@rAApD?Z@^??Eh@ANGPIDQ@KBm@@eBAs@EICiAOaBAm@@[?e@Be@B}ABs@@u@@}@@_A@o@@mDJaAH_Df@gBl@g@PIBiBv@uAt@i@^mA~@k@h@w@r@_@`@w@|@cBxBsA|B_CfE??oArAa@XSH_@Ba@EOG]WKQMQQk@Mu@GoCL}CBgB?oBAeEAgDImTEkJ?c@AcF?kAD}C@aAFcBBm@???uG?MAsDAwBAqBAcDAc@AwB?yCEgHA{C?_DEmG?gGGcF?c@CuG??cA?wAAmABqA@y@@,2.866,340
241,320,453,Morgan St & Polk St,Loomis St & Lexington St,-87.65103,-87.661501,41.871737,41.872187,iaq~Fnj~uOM?[?{@@??@Xz@CXA`CCvBAxCIv@????T@tA@fB?TBlDBhECnEBdE?hBDpF@~@BrDBpDDrH??mADM?aB@{A@W@O?u@?E?_B@sABQ@A?,0.973,234
229,318,452,Southport Ave & Roscoe St,Southport Ave & Irving Park Rd,-87.66402,-87.664358,41.943739,41.954177,kc__Gnz`vOQ@eB@wDBaBBuA@gA@mB?{A?oGFiJJs@?iA@cCBi@?aA?kADY?yCDeA@,0.721,132
329,268,451,Lake Shore Dr & Diversey Pkwy,Lake Shore Dr & North Blvd,-87.63625,-87.626804,41.932684,41.911722,k~|~Fvm{uOnBt@pBn@^LPHb@b@??d@[p@_@vBuAnBoAb@]|EyCdCqApCuA^Of@W~As@TKZM??M{AI_AAOCUQsBGi@??~@[f@WpBkAdD_B`ASpOeDjHcA|AYbCi@rCu@zAe@vDuA|Ao@??hAU`Ae@bA[TGj@Ij@G??zAMnD]n@Il@SPI`@UvAq@@?,1.646,190
36,100,447,Franklin St & Jackson Blvd,Orleans St & Merchandise Mart Plaza,-87.63532114,-87.63639,41.87770796,41.888243,sfr~Fzf{uOkA@yBD_CBaGBaCDeBBY?m@@qA?aC@}BB_C@{BBuB@K@sA@sB?E?[@I@iCxBYVONMPIJ??YTCB,0.737,124
91,133,444,Clinton St & Washington Blvd,Kingsbury St & Kinzie St,-87.64117,-87.63850577,41.88338,41.88917683,ajs~Fpl|uOb@???@K??EQ@sB@wBDO?O??m@He@BeC@c@?k@?qEBI@qABeCDeCHU@mDD{@Ba@?O?I????Y?e@E_CAe@?_@?c@,0.577,88
13,340,441,Wilton Ave & Diversey Pkwy,Clark St & Wrightwood Ave,-87.65268082,-87.643118,41.93250008,41.929546,a}|~Fxs~uOe@???AmFCqFAcAAsAA}AAaBA_@?c@CeB?{BAkA?OCoE?OAmB??~@Ov@Qp@QTIdB}@`CmAn@[v@c@`@_@z@{A??Ph@,0.665,127
341,284,439,Adler Planetarium,Michigan Ave & Jackson Blvd,-87.607267,-87.62408,41.866095,41.87785,w~o~FfyuuOCCm@@CB@~O?XH|M?^@tA?f@?r@Bl@DXPPVHNCRE^GzBEX???B\@vB?fA?\Bd@?nD@tB?H?p@?z@?jB?tAA^@p@?hA??Y`@OFsB`@cBb@y@Ps@N}Bh@]DwCLSP]@k@?Y?M?I?[@c@@y@@sA?m@?}@@iDBsA?eA?_E@eA?cA?eA@i@?a@?wBBcBDI?M???CRE^Al@BjE@hC@vAFj@RhC??uA@W?}B?UAG?S?{B@E?,1.819,377
24,192,438,Fairbanks Ct & Grand Ave,Canal St & Adams St,-87.62062,-87.639904,41.89186,41.879255,y~t~FzkxuO@|BJxG?T@rF@|@??vCIF?P?z@?dAAJ?F@j@?R@LBbALl@JpBXRFPB???rBHj@Rj@PTh@h@t@p@x@v@DBDH`@l@R~@Bj@?fAAj@?^EhL?b@@zB@lCBnC@fE?dBAnDB`BBZXz@tAjCr@jAb@h@ND\@L?bA@??XGZGxABZ@??@JnAAp@AfA?N?^?d@?`BArAC`@?P?VA~AC|B?v@A~BCf@?^A???N?Z@fF?Z@^@fEAr@,1.744,304
90,6,438,Millennium Park,Dusable Harbor,-87.62408432,-87.61279454,41.8810317,41.88504199,m{r~FlbyuOUAS?sAG_@@o@?G?U?oEDcBDM@M@o@Dk@BWB??B[NU@O?U@{A?aA?_ALgB?wCAM?mC?O?SM{S?eI?oB?cBAg@?s@AsA?UCcACGIG??I@,0.827,158
199,26,438,Wabash Ave & Grand Ave,McClurg Ct & Illinois St,-87.626937,-87.6173,41.891738,41.89102,c~t~FhsyuO@~E??pACpAA??CqF?O?G?UCyFAwEAw@IgG?OCaB?uDAyBAs@A]@kB?mEEuD?iA,0.666,123
99,76,437,Lake Shore Dr & Ohio St,Lake Shore Dr & Monroe St,-87.614492,-87.616743,41.89257,41.880958,gdu~F`fwuOCESAc@FcA^c@X???z@BjHBrEF~K@rA??gA@IFoA@}CF_DDmA?oB???A[?_@AeBGOEgG?w@Am@?k@?g@A_@CW??^UzFoDnAq@tBqAd@Yr@c@hDwBXK`AS`@Cd@A~ADN?jFBH?D@~@Ez@?fAAnACjAA|@AJAz@?H?H?xAEvAAXA`CIfBAlC@TBt@Lv@ZNFPJn@j@n@v@V`@j@pA`AtC^z@Zj@r@t@`@Zn@^XJr@P`@D|@BfA????u@?]Aw@,1.99,229
150,247,437,Fort Dearborn Dr & 31st St,Shore Drive & 55th St,-87.608218,-87.580715,41.838556,41.795212,grj~Fh~uuO?D?TBz@?p@@|@??^O^MtB}@vBy@f@MfB[|A]xCIx@GNAxAO~A[r@ShBo@~BkApDcCh@a@nGqErBgBjBwBdF_Hd@q@jA_BjAsAj@g@p@i@bAo@`Ag@`Aa@lNcF~D}A|Au@|BwAxUoP`@WnGqEpBiB`BgBb@k@l@y@hBoCT_@n@}@pA{Ap@s@bB{Af@_@nD_CVSLIxB}AzCeCdC{Bj@i@n@q@~AyAh@a@xAsAr@s@r@w@t@aAt@kApEeIb@k@fAkALKFGd@[??PGxBeA~@Uf@KpAKjGMfF@ZBPHFHHXBvA??~GEjGoG`@Af@?nFG???_@,3.525,298
196,35,436,Cityfront Plaza Dr & Pioneer Ct,Streeter Dr & Illinois St,-87.622105,-87.6122,41.890252,41.891071,aut~FdtxuOJ?L?hBA??B?JGDKBOCUIKIC@O?M?QAiDBk@??a@AoAI[COAgCC??@kB?mEEuD?iAC}BCgEAcB?s@?yBAaB?O?eAAmF,0.652,127
211,91,436,St. Clair St & Erie St,Clinton St & Washington Blvd,-87.622663,-87.64117,41.894448,41.88338,gou~F`yxuOx@ApAAlAC??@zB?rA?lA?`@??bAAZ?|@AlCCF?FAF?dACz@A\AF?V?l@At@AFAF?H?HAH?R?L@F@H@|@NTBLB`@F\DhANFBVDLBF@???LAxA@VFb@JVX`@v@r@|ArAVTVh@Pn@Ht@@\?bA?^?N?^CfH?`B?^?^?~B?r@@xA?rA?z@?\?^@xA?n@?dB?H?dDBfBBRJZ`@|@f@~@h@~@DJDH^f@ZRNBRB???RBfA?jBAf@E|AAp@@|DBbD?X@bB??R?hFEf@?nDG,1.611,292
67,343,435,Sheffield Ave & Fullerton Ave,Racine Ave & Wrightwood Ave,-87.65370804,-87.658971,41.92560188,41.928887,_r{~F`z~uOaA?oA@uABsABuDFc@?wCD??DvEBtC@rBFfN@lA,0.507,117
85,313,435,Michigan Ave & Oak St,Lakeview Ave & Fullerton Pkwy,-87.62377664,-87.638973,41.90096039,41.925858,iwv~Fp_yuO?p@q@O}Ci@MCa@Ie@Cu@@m@Fe@JkCbAmA^c@LaIxAwAj@aLdBcC^{@FqABaCB{CFk@@c@@}@FeAPi@P_Bp@WJMF{KhEmAh@u@\k@VsChAoDlAmEjA}Cn@{AVyDf@wAToPnD??kCHaA?oB?e@@w@J??NdBD^NdBFh@PrBBT@NH~@LzA@\DjAB~A?~B@bA?bA?PBdB@zB?f@@p@?l@@n@@hB@zA??m@@,2.27,211
212,77,435,Wells St & Hubbard St,Clinton St & Madison St,-87.634262,-87.641066,41.889933,41.882242,ost~Fba{uO@rCBfB?tF??fDE??Ap@@P?hE@xB?^@d@D~B?d@?X??H?N?`@?z@ClDETAdCIdCEpAC??BbD?X@bB??R?hFEf@?rEG~DE,0.902,143
192,134,433,Canal St & Adams St,Peoria St & Jackson Blvd,-87.639904,-87.649633,41.879255,41.877749,upr~Fjd|uOAlFBjBB~D@pC?v@@rAApD?Z@^?d@?R?xB@P?\?lD?R?FBxEDjF??zFId@?,0.602,111
6,4,432,Dusable Harbor,Burnham Harbor,-87.61279454,-87.613348,41.88504199,41.856268,gqs~F~|vuOEF@v@@R?rA??^Rl@^ZVl@r@d@x@N^Pj@f@xBN`A^z@Zj@r@t@`@Zn@^XJr@P`@D|@BfA?~NMxNK\?nBCrBGP@b@ClECfSKh@Bn@Hj@Pf@Vv@j@p@l@r@n@d@b@vAnANNRNTRx@j@RJh@Tj@L`AJb@@pAKjC]LChFs@zBc@nBc@pHoB??bAKf@KvA_@nD}@n@OxDy@^M??c@wBU}AGoC??\?j@OvOsD??Eg@Ei@Ie@Si@??\\LP??Ke@GQGKWS]IW@SFaAj@_@L??COGg@,2.502,340
156,115,432,Clark St & Wellington Ave,Sheffield Ave & Wellington Ave,-87.64753866,-87.653566,41.93649682,41.936253,yu}~F`t}uOCcBCqE?gIAQ??|AA~AC??Ev@BlMBTFX??YTcAt@m@`@o@d@??FhGBvBBvBHtFFdJ?j@,0.754,192
174,133,432,Canal St & Madison St,Kingsbury St & Kinzie St,-87.639833,-87.63850577,41.882091,41.88917683,abs~Fbc|uOuEBm@He@BeC@c@?k@?qEBI@qABeCDeCHU@mDD{@Ba@?O?I????Y?e@E_CAe@?_@?c@,0.56,79
94,85,431,Clark St & Armitage Ave,Michigan Ave & Oak St,-87.636282,-87.62377664,41.918306,41.90096039,aez~F~m{uOMg@??ZOLIZQJGr@a@~@g@z@g@lBeANI`@SRKpBeANI|@e@b@Sv@a@dB}@l@]LIr@_@LE^UZQj@]TM??EYIc@QcAGgAA]Bs@Dq@DUHs@ZoAj@cBx@yBJYVeALw@FcA?kA??@k@?}@C{@??vAq@LG\OhAi@TKbBGzAAzBKxAMl@IhEq@|@OlCc@~@M~B_@bAQnAMf@EhCKj@E|@StA_@bDs@b@GP?\GnA]REh@Al@B\BT????WAU???q@,1.572,247
313,35,431,Lakeview Ave & Fullerton Pkwy,Streeter Dr & Illinois St,-87.638973,-87.6122,41.925858,41.891071,qs{~Ff_|uOl@A??A{AAiBAo@?m@Aq@?g@A{BCeB?Q?cAAcA?_CC_BEkAA]M{AI_AAOCUQsBGi@??~@[f@WpBkAdD_B`ASpOeDjHcA|AYbCi@rCu@zAe@vDuA|Ao@bAg@fDyAvIgDLGTIxAk@\M~@Sb@Ej@?z@AvCCbBCZAvBIvBUtDm@tGcApFy@VCpCa@~@OhCe@lAY~@a@t@k@n@q@HMNSh@eAXs@`@gBPwAHgBHsEFy@Rk@Vc@f@c@dAk@dAm@FExA{@hC{AHGfAo@`DkBtCcB^UzFoDnAq@tBqAd@Yr@c@??tAc@dAm@XKj@Od@Cn@CJ???jBA??xCM??AaB?O?eAAmF,3.191,293
4,341,430,Burnham Harbor,Adler Planetarium,-87.613348,-87.607267,41.856268,41.866095,{`n~Fl~vuOFf@BN??g@Pc@He@FcADi@?e@HOF]ZYf@KFqAr@??KQEWSYQOu@_@o@Ss@Os@GiAAO?m@BIBWFQFeBt@yAdAi@Z[Ji@La@F[Bm@?i@GUAiAYaBaAMGk@Yg@Q}AUUCUA??O?I?kA?c@CYGIEQEGEGA???}@?o@?k@?e@?YIgN?W?OKmO,1.069,213
420,426,430,Ellis Ave & 55th St,Ellis Ave & 60th St,-87.60144977,-87.60107276,41.79430062,41.78509715,k}a~FjstuON?dEC`EIhD@xCA|BCTAr@?N?hJGzA@T@nCAlBE`@?`CC,0.636,183
44,174,429,State St & Randolph St,Canal St & Madison St,-87.62773357,-87.639833,41.8847302,41.882091,ors~F|xyuOkA@yB@W?_@@y@?eBBG?W@???^CfH?`B?^?^?~B?r@@xA?rA?z@?\?^@xA?n@?dB?H?dDBfBBRJZ`@|@f@~@h@~@DJDH^f@ZRNBRBL@dAFVBh@DhBBnAAp@AfA?N?^?d@?`BArAC`@???FrH?R@x@?rC??i@?,1.075,212
59,338,429,Wabash Ave & Roosevelt Rd,Calumet Ave & 18th St,-87.625961,-87.619407,41.867227,41.857611,gfp~FfmyuO?]A}A?cA?Y??M_@@gBJ?f@?V?X?hFG~@?nC?t@?dA?~AEJKrMKt@?Z?fAAh@?|@?h@A~FEv@Ax@A??A}CAoCA]AkC?}CBmC?y@H[BI??LOJEVI,0.998,196
66,133,429,Clinton St & Lake St,Kingsbury St & Kinzie St,-87.64138231,-87.63850577,41.88583274,41.88917683,mys~F~l|uOT???AcB?YCcD??qABeCDeCHU@mDD{@Ba@?O?I????Y?e@E_CAe@?_@?c@,0.39,62
35,52,428,Streeter Dr & Illinois St,Michigan Ave & Lake St,-87.6122,-87.624117,41.891071,41.886024,ozt~FdwvuOA{B??eDD??@jABhFDvBDzBAl@@nB@xB?fABjD@dC@rD?fE@xB?X??lB?n@?tCL~@Fn@HXBdBLd@DJ@l@FdAJp@Jf@BF?V@fA@nAAP?Z?F?~BEd@?`DAjAAF?D????jC?dB?dALxAAdACv@?JC|A?b@FVCZ??qBFqABaABgB?A?,1.357,229
47,192,428,State St & Kinzie St,Canal St & Adams St,-87.6277,-87.639904,41.88918,41.879255,ynt~F`xyuO?z@??~ABRLh@@bCAp@?rAEH?L?J???CfH?`B?^?^?~B?r@@xA?rA?z@?\?^@xA?n@?dB?H?dDBfBBRJZ`@|@f@~@h@~@DJDH^f@ZRNBRBL@dAFVBh@DhBBnAAp@AfA?N?^?d@?`BArAC`@?P?VA~AC|B?v@A~BCf@?^A???N?Z@fF?Z@^@fEAr@,1.266,244
76,99,428,Lake Shore Dr & Monroe St,Lake Shore Dr & Ohio St,-87.616743,-87.614492,41.880958,41.89257,{zr~F~swuO@v@?\??k@Ai@?k@CeAKKEYI_@U]WY[W[U]a@s@Oc@k@aCa@yAa@_AS[S[o@o@WSi@[KE[M]IaAGg@?m@BoDX_CTW@_AJY@yADG?G?}@BS?s@@G???eBWm@GiAI{@Mg@O_@QIEUYISIYEUC]@kAAiCEYGQOEQ???eDD??@jABhFDvBDzBAl@@nB@xB?fABjD@dC??eDF???}J?mC?y@?_@CK,1.485,183
53,174,427,Wells St & Erie St,Canal St & Madison St,-87.634195,-87.639833,41.893832,41.882091,mku~Fh`{uO|BA~CG??AqBAcD??rAAjAA~CA|@AR?R?|@CrA?nAAdBAj@CfAC^AT?bD?F????^@xA?n@?dB?H?dDBfBBRJZ`@|@f@~@h@~@DJDH^f@ZRNBRBL@dAFVBh@DhBBnAAp@AfA?N?^?d@?`BArAC`@???FrH?R@x@?rC??i@?,1.227,230
231,240,427,Sheridan Rd & Montrose Ave,Sheridan Rd & Irving Park Rd,-87.65464,-87.654406,41.96167,41.954245,ksb_G`a_vOnBE`BAnLKhBClBAbDEzEExDAv@A,0.513,95
233,91,427,Sangamon St & Washington Blvd,Clinton St & Washington Blvd,-87.651148,-87.64117,41.883004,41.88338,mhs~Frj~uO?k@CcFCsFAsBAkBAQ??mA@]?e@@uA@S@Q?kB?W@q@?s@@G???AuC?W?O?MAk@?QAk@Bw@?g@FgF@oC?sA?_AAy@AmF??R?hFEf@?nDG,0.852,151
36,33,426,Franklin St & Jackson Blvd,State St & Van Buren St,-87.63532114,-87.627844,41.87770796,41.877181,sfr~Fzf{uOkA@??CuCAaC?MAiEAsA?qAC_FAcE?{ACqBEkE??vA?tBC,0.481,103
341,4,426,Adler Planetarium,Burnham Harbor,-87.607267,-87.613348,41.866095,41.856268,w~o~FfyuuOCCm@@CB@~O?XH|M?^@tA?f@?r@Bl@DXPPVHNCRE^GzBEX???X?lAJXFdAb@VNbB~@d@Nf@J\Df@Bh@?p@Ez@Q^Oh@W`BgAZQj@WdAW??A_@?oA?MPqA@U??l@AtGARDHDPRTJd@NPJXFVH|@Df@Dx@EdAYTIPBJJ??BJFZ,1.146,285
254,177,425,Pine Grove Ave & Irving Park Rd,Theater on the Lake,-87.648043,-87.630834,41.954383,41.926277,iga_Gnv}uOAsBAoB?_@AqCC_C?Y??xAYlBMbAAh@AzAWjA@nA?p@A`@E`AQfA_@jCqAzBkAvDkBvGcD|@a@|FqCzM}Ff@U~BcA~As@pBeAb@YfCmBnBcBt@w@t@{@rAkBbAyAj@}@R[PWbFuHfAoAz@y@h@_@h@g@bBcAh@Wp@YxAg@vA[nBWr@E^Az@?d@?d@@pQDdBEbBOlAS??rBEzC@n@Ax@ETE??OeBE_@KgA,2.358,202
295,325,424,Broadway & Argyle St,Clark St & Winnemac Ave,-87.659637,-87.668365,41.972972,41.973385,_zd_Gd``vOo@@e@?Q?]?{DD_CDi@?U@y@?G@[?_AB???P@|B?J?jBBvB?vBBvB@xB?vB@vB?xBJzM?J?|B??|@Cr@EfAGvDYzDW??CZ?X,0.883,179
35,45,422,Streeter Dr & Illinois St,Michigan Ave & Congress Pkwy,-87.6122,-87.624426,41.891071,41.876243,ozt~FdwvuOA{B??eDD??@jABhFDvBDzBAl@@nB@xB?fABjD@dC@rD?fE@xB?X??lB?n@?tCL~@Fn@HXBdBLd@DJ@l@FdAJp@Jf@BF?V@fA@nAA??DrHBjFDVFJ?VAZ?bB?^??N?t@Af@AtAAtB?v@CpACdAC`A?pB?xDGf@An@A`@?h@?l@A`@?r@AlCAvBAzFCxEENAV?hC?,1.801,341
35,211,422,Streeter Dr & Illinois St,St. Clair St & Erie St,-87.6122,-87.622663,41.891071,41.894448,ozt~FdwvuOA{B??eDD??@jABhFDvBDzBAl@@nB@xB?fABjD@dC@rD?fE@xB?X@|DJxG??eDFcA?wAAmABqA@y@@,0.846,139
242,464,421,Damen Ave & Leland Ave,Damen Ave & Foster Ave,-87.679028,-87.67945904,41.967094,41.9756148,iuc_GpycvOsCDiA@S@_@?w@@}@@a@@W@aFFQ?mJH{C@Q@{EFU@m@?oC@e@@,0.588,109
71,91,420,Morgan St & Lake St,Clinton St & Washington Blvd,-87.65230486,-87.64117,41.88548331,41.88338,{ws~Fzq~uO?e@AgFEiFSaFC_F?WAuC?W?O?MAk@?QAk@Bw@?g@FgF@oC?sA?_AAy@AmF??R?hFEf@?nDG,0.731,127
192,26,420,Canal St & Adams St,McClurg Ct & Illinois St,-87.639904,-87.6173,41.879255,41.89102,upr~Fjd|uOAlFBjBB~D??{F@??CyDAmBEaHBaEAK?mCCsC?W?M?S??Y?eBAmAAKA[S??Q?SAgGHyAJqA@o@A}A@kAEkA?GAYS[_@g@s@g@{@q@kASm@E]C{A?oD@uCD{BC{M?KAsB?}D?iBAa@?u@CkACg@EWOu@Oa@Ua@kDaDY_@GUC]@sA?u@DqGN_C?Kp@_HBS@Y@I??g@EeD_@KAg@Ei@Iy@Ia@AoAI[COAgCC??@kB?mEEuD?iA,2.16,381
268,34,420,Lake Shore Dr & North Blvd,Cannon Dr & Fullerton Ave,-87.626804,-87.63442878,41.911722,41.92675599,y{x~FnqyuOA?wAp@a@T??Ys@W_@_@a@m@k@SMQCSS??KFo@Dc@Jc@ZuCbC}AdAWRq@h@u@\k@VsChAoDlAmEjA}Cn@{AVyDf@wAToPnD??kCHaA?oB?e@@w@J??NdBD^NdBFh@PrBBT@NH~@LzA??[LUJ_Br@g@V_@N,1.299,143
317,75,420,Wood St & Taylor St,Canal St & Jackson Blvd,-87.671045,-87.641052,41.869154,41.878412,qqp~F~fbvOAkDA_C?uBEyF?kAC_D?c@??qKLO?u@?sDFQ?G?q@@qB@c@@g@?O@i@@QAa@@yABa@@U?G@??As@??ScCSmHMsCQsB?iBAiBAuBAuMHaLXiRLoG@y@BeEEcE?cBASAmAAyAEmLEgDEmG@}A?oCAuA?eB??Dm@@WDwA@aACcEFWFK??JEd@CnBCRA??AOAY??e@Jg@DgCB[@c@@cA?yAB_@Cc@Mq@?gDB{@@_EF??C`H??|BEx@A,2.583,362
98,174,419,LaSalle St & Washington St,Canal St & Madison St,-87.63253,-87.639833,41.882664,41.882091,ees~FhvzuO?Y??|BK??DhH?LBxGCbH?L?d@FrH?R@x@?rC??i@?,0.444,86
